n	logs.Storm.topovi-abs-e3-g5shifted	logs.Storm.topoii-abs-e3-g5shifted	logs.Storm.ii-abs-e3-g5shifted	logs.Storm.topopi-abs-e3-g5shifted	logs.Storm.topopi-abs-einfshifted	logs.Storm.topoii-abs-e3-g01shifted	logs.Storm.topoii-abs-e3-g1shifted	logs.Storm.topoii-abs-e3-g25shifted	logs.Storm.topoii-abs-e3-g75shifted	logs.Storm.topoii-abs-e3-g9shifted	logs.Storm.topoii-abs-e3-g99shifted	logs.Storm.topoii-abs-e1-g5shifted	logs.Storm.topoii-abs-e2-g5shifted	logs.Storm.topoii-abs-e4-g5shifted	logs.Storm.topoii-abs-e5-g5shifted	logs.Storm.topoii-abs-e6-g5shifted	logs.mcsta.ii-rel-e3-g5shifted	logs.mcsta.vi-abs-e3-g5shifted	logs.mcsta.ii-abs-e3-g01shifted	logs.mcsta.ii-abs-e3-g1shifted	logs.mcsta.ii-abs-e3-g25shifted	logs.mcsta.ii-abs-e3-g5shifted	logs.mcsta.ii-abs-e3-g75shifted	logs.mcsta.ii-abs-e3-g9shifted	logs.mcsta.ii-abs-e3-g99shifted	logs.mcsta.ii-abs-e1-g5shifted	logs.mcsta.ii-abs-e2-g5shifted	logs.mcsta.ii-abs-e4-g5shifted	logs.mcsta.ii-abs-e5-g5shifted	logs.mcsta.ii-abs-e6-g5shifted	logs.Storm.bestshifted	logs.mcsta.bestshifted	selection-bestshifted	bestshifted
20	0.25	0.25	0.25	0.25		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.5986452102661133	0.534111738204956	0.591120719909668	0.6002094745635986	0.598170280456543	0.5736708641052246	0.5598766803741455	0.5806775093078613	0.5691208839416504	0.5739343166351318	0.613283634185791	0.5954058170318604	0.5996603965759277	0.589444637298584	0.25	0.4818761348724365		0.25
21	0.25	0.25	0.25	0.25		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6059510707855225	0.5490307807922363	0.5982880592346191	0.6126439571380615	0.6237375736236572	0.6008460521697998	0.5728271007537842	0.5852787494659424	0.5806014537811279	0.5866951942443848	0.6162192821502686	0.5959875583648682	0.6286866664886475	0.598013162612915	0.25	0.4873509407043457		0.25
22	0.25	0.25	0.25	0.27854418754577637		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6178855895996094	0.5561275482177734	0.6022005081176758	0.6241564750671387	0.6484119892120361	0.6170151233673096	0.5758512020111084	0.5912361145019531	0.5839159488677979	0.5990850925445557	0.6397409439086914	0.6145856380462646	0.6351206302642822	0.6030044555664062	0.25	0.4947354793548584		0.25
23	0.25	0.25	0.25	0.3131239414215088		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6543922424316406	0.564234733581543	0.6115226745605469	0.625309944152832	0.668269157409668	0.6172142028808594	0.5762889385223389	0.5991806983947754	0.592179536819458	0.6001477241516113	0.6460931301116943	0.6220533847808838	0.6391968727111816	0.6102635860443115	0.25	0.49506640434265137		0.25
24	0.25	0.25	0.25	0.3233642578125		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6589422225952148	0.5680234432220459	0.6184070110321045	0.6276040077209473	0.6790552139282227	0.637897253036499	0.6000101566314697	0.6071994304656982	0.6104965209960938	0.6003298759460449	0.66628098487854	0.6406795978546143	0.6391968727111816	0.6196668148040771	0.25	0.513547420501709		0.25
25	0.25	0.25	0.25	0.33042430877685547		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6739852428436279	0.5701889991760254	0.6680679321289062	0.654412031173706	0.7014639377593994	0.7037367820739746	0.6028730869293213	0.6351182460784912	0.6193640232086182	0.610767126083374	0.6779694557189941	0.6429226398468018	0.6455161571502686	0.6225829124450684	0.25	0.534111738204956		0.25
26	0.25	0.25	0.25	0.38542819023132324		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6745362281799316	0.608189582824707	0.6789455413818359	0.6655592918395996	0.7101058959960938	0.7099602222442627	0.6140339374542236	0.67592453956604	0.6409122943878174	0.6473853588104248	0.6906471252441406	0.6454987525939941	0.6525254249572754	0.6393318176269531	0.25	0.5511918067932129		0.25
27	0.25	0.25	0.25	0.40302062034606934		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6779170036315918	0.6128857135772705	0.6973855495452881	0.7113304138183594	0.7108230590820312	0.710141658782959	0.6800775527954102	0.6760523319244385	0.6497819423675537	0.6545746326446533	0.6906471252441406	0.654691219329834	0.6666362285614014	0.6466193199157715	0.25	0.6000101566314697		0.25
28	0.25	0.25	0.25	0.5212631225585938		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.6821765899658203	0.6153163909912109	0.7020080089569092	0.7242200374603271	0.712165117263794	0.7102735042572021	0.6851968765258789	0.6764993667602539	0.6846084594726562	0.6790385246276855	0.7005503177642822	0.673724889755249	0.6783957481384277	0.6517629623413086	0.25	0.608189582824707		0.25
29	0.25	0.25	0.25	0.5212631225585938		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.685535192489624	0.6248877048492432	0.7083554267883301	0.7277445793151855	0.7142467498779297	0.7287271022796631	0.6884143352508545	0.6923513412475586	0.7015364170074463	0.7182576656341553	0.7023942470550537	0.6971747875213623	0.684645414352417	0.6517629623413086	0.25	0.6128857135772705		0.25
30	0.25	0.25	0.25	0.5254349708557129		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.7023091316223145	0.6269023418426514	0.7141745090484619	0.7289001941680908	0.716015100479126	0.744464635848999	0.6915662288665771	0.7019882202148438	0.7017138004302979	0.7184560298919678	0.7151017189025879	0.697258472442627	0.6865220069885254	0.6595470905303955	0.25	0.6220533847808838		0.25
31	0.25	0.25	0.25	0.5259227752685547		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.719268798828125	0.6632025241851807	0.7285826206207275	0.7367010116577148	0.7500193119049072	0.7468762397766113	0.6915662288665771	0.7126903533935547	0.7031466960906982	0.7186934947967529	0.7193441390991211	0.7070896625518799	0.6961603164672852	0.6762146949768066	0.25	0.6248877048492432		0.25
32	0.25	0.25	0.25	0.6262013912200928		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.740199089050293	0.707230806350708	0.7341363430023193	0.7494840621948242	0.752260684967041	0.7469513416290283	0.6983351707458496	0.7219083309173584	0.7216706275939941	0.725583553314209	0.7207846641540527	0.7227535247802734	0.7011106014251709	0.7006516456604004	0.25	0.6269023418426514		0.25
33	0.25	0.25	0.25	0.7289319038391113		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.7529196739196777	0.7159688472747803	0.7347064018249512	0.7679176330566406	0.7541728019714355	0.7514712810516357	0.7143216133117676	0.7219083309173584	0.7216706275939941	0.7454030513763428	0.7275335788726807	0.7255661487579346	0.7089354991912842	0.7030215263366699	0.25	0.6391968727111816		0.25
34	0.25	0.25	0.25	0.791764497756958		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.8174333572387695	0.7395303249359131	0.7438786029815674	0.7725279331207275	0.7548084259033203	0.7520937919616699	0.7156434059143066	0.7521982192993164	0.7287082672119141	0.7497603893280029	0.7330119609832764	0.726980447769165	0.7241404056549072	0.7131175994873047	0.25	0.6466193199157715		0.25
35	0.25	0.25	0.25	0.8485653400421143		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.8301494121551514	0.7424240112304688	0.746546745300293	0.7764980792999268	0.7555301189422607	0.7654330730438232	0.7446413040161133	0.7658345699310303	0.7392187118530273	0.7497603893280029	0.7394030094146729	0.726980447769165	0.7254743576049805	0.7162084579467773	0.25	0.6473853588104248		0.25
36	0.25	0.25	0.25	1.085444450378418		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.862274169921875	0.7523758411407471	0.7609109878540039	0.7767238616943359	0.7605562210083008	0.774306058883667	0.7476634979248047	0.7672193050384521	0.7596144676208496	0.7680754661560059	0.7394552230834961	0.7329597473144531	0.7342851161956787	0.7285022735595703	0.25	0.654691219329834		0.25
37	0.25	0.25	0.25	1.1010642051696777		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.862274169921875	0.7654211521148682	0.7753758430480957	0.7769556045532227	0.7888357639312744	0.774306058883667	0.7725350856781006	0.7744872570037842	0.7628195285797119	0.7727141380310059	0.7605767250061035	0.7331757545471191	0.7427196502685547	0.7351548671722412	0.25	0.6589422225952148		0.25
38	0.25	0.25	0.25	1.159782886505127		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.8675277233123779	0.7654211521148682	0.7784826755523682	0.7847042083740234	0.7925753593444824	0.7893195152282715	0.7804241180419922	0.7759158611297607	0.7977020740509033	0.7727365493774414	0.765880823135376	0.7493467330932617	0.7601957321166992	0.7484047412872314	0.25	0.6632025241851807		0.25
39	0.25	0.25	0.25	1.3899788856506348		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.8944206237792969	0.7898848056793213	0.7794337272644043	0.7851934432983398	0.8002169132232666	0.7950286865234375	0.7927370071411133	0.7806484699249268	0.8082840442657471	0.7746279239654541	0.767249345779419	0.7570123672485352	0.7744431495666504	0.7598204612731934	0.25	0.6760523319244385		0.25
40	0.25	0.25	0.25	1.4624106884002686		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.9001688957214355	0.7951173782348633	0.788670539855957	0.79311203956604	0.8136332035064697	0.8016335964202881	0.7962303161621094	0.7891473770141602	0.8109431266784668	0.7768054008483887	0.7681434154510498	0.792804479598999	0.7824373245239258	0.778709888458252	0.25	0.6846084594726562		0.25
41	0.25	0.25	0.25	1.4821135997772217		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.9291465282440186	0.872506856918335	0.7904050350189209	0.8166749477386475	0.8184032440185547	0.8029367923736572	0.7966971397399902	0.7911312580108643	0.8159539699554443	0.7823317050933838	0.7683513164520264	0.7943150997161865	0.8021678924560547	0.7863590717315674	0.25	0.6865220069885254		0.25
42	0.25	0.25	0.25	1.5393939018249512		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.9374949932098389	0.9008803367614746	0.8057255744934082	0.8258969783782959	0.8213753700256348	0.8093955516815186	0.7985646724700928	0.826256275177002	0.8201971054077148	0.78948974609375	0.7919697761535645	0.8326873779296875	0.8229758739471436	0.7944273948669434	0.25	0.7017138004302979		0.25
43	0.25	0.25	0.25	1.591965913772583		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.9530730247497559	0.9265244007110596	0.8057255744934082	0.853567361831665	0.833773136138916	0.843289852142334	0.8035421371459961	0.8364226818084717	0.8235325813293457	0.7905678749084473	0.7986617088317871	0.8533167839050293	0.8544163703918457	0.8273038864135742	0.25	0.7289001941680908		0.25
44	0.25	0.25	0.25	1.786165714263916		0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.25	0.9573376178741455	0.9331581592559814	0.8457546234130859	0.8544471263885498	0.8384299278259277	0.8506700992584229	0.861774206161499	0.8420774936676025	0.8306024074554443	0.7954227924346924	0.8379507064819336	0.8599560260772705	0.8708155155181885	0.8532636165618896	0.25	0.7330119609832764		0.25
45	0.25	0.25	0.25	1.984443187713623		0.25	0.2630765438079834	0.25	0.25	0.2628016471862793	0.25	0.25	0.25	0.25	0.25	0.25	0.9619572162628174	0.9339394569396973	0.8762574195861816	0.8544471263885498	0.8423488140106201	0.8855009078979492	0.8676726818084717	0.8771378993988037	0.8382833003997803	0.813319206237793	0.8678023815155029	0.8765339851379395	0.8722455501556396	0.8731458187103271	0.25	0.7424240112304688		0.25
46	0.2609126567840576	0.25	0.26083803176879883	2.278803825378418		0.25	0.2673358917236328	0.25	0.25	0.263869047164917	0.26374316215515137	0.25	0.25	0.25	0.25	0.25	0.9735093116760254	0.9664876461029053	0.9228360652923584	0.8570809364318848	0.8680615425109863	0.8855106830596924	0.9353587627410889	0.8931884765625	0.8518433570861816	0.868798017501831	0.8859539031982422	0.8851444721221924	0.8731226921081543	0.883671760559082	0.25	0.7446413040161133		0.25
47	0.26464200019836426	0.26474499702453613	0.26255202293395996	2.425157308578491		0.2609272003173828	0.28220558166503906	0.26306891441345215	0.2638697624206543	0.273820161819458	0.26486873626708984	0.25	0.25	0.259537935256958	0.25060534477233887	0.25	0.9900796413421631	0.9828197956085205	0.9447054862976074	0.869133472442627	0.9262747764587402	0.8896920680999756	0.9618024826049805	0.9042019844055176	0.8574891090393066	0.8702712059020996	0.8894226551055908	0.9213666915893555	0.8886959552764893	0.8914544582366943	0.25	0.7520937919616699		0.25
48	0.2823488712310791	0.2676572799682617	0.3076784610748291	2.444948434829712		0.26834845542907715	0.2900240421295166	0.27921104431152344	0.27826738357543945	0.27609920501708984	0.28806614875793457	0.25	0.2507307529449463	0.2729208469390869	0.25290441513061523	0.25	1.0004327297210693	0.99001145362854	1.0030310153961182	0.8849830627441406	0.9262747764587402	0.9088559150695801	0.9742574691772461	0.9820799827575684	0.8824141025543213	0.8927114009857178	0.9243464469909668	0.9400980472564697	0.8888628482818604	0.9202570915222168	0.25	0.752260684967041		0.25
49	0.3050704002380371	0.3005032539367676	0.31245946884155273	2.489701747894287		0.270946741104126	0.2994399070739746	0.27933764457702637	0.28450798988342285	0.2763545513153076	0.2886998653411865	0.25	0.25636959075927734	0.28005290031433105	0.2668015956878662	0.26561999320983887	1.0335133075714111	1.032388687133789	1.0094642639160156	0.9851293563842773	0.9536373615264893	0.9765157699584961	0.9865808486938477	1.000220537185669	0.9119632244110107	0.937929630279541	0.9356417655944824	0.9441483020782471	0.9367213249206543	0.96384596824646	0.25	0.7679176330566406		0.25
50	0.3078575134277344	0.310025691986084	0.31403088569641113	2.8534085750579834		0.2804708480834961	0.3136160373687744	0.28243565559387207	0.3109853267669678	0.31118226051330566	0.3118884563446045	0.25	0.2595255374908447	0.28095221519470215	0.29634833335876465	0.31151318550109863	1.0376605987548828	1.0356531143188477	1.0120806694030762	1.0021729469299316	0.968862771987915	0.9956700801849365	1.0112712383270264	1.0295181274414062	1.007467269897461	0.9625201225280762	0.9370617866516113	0.948336124420166	0.9477329254150391	1.0041308403015137	0.25	0.7951173782348633		0.25
51	0.3099195957183838	0.32799386978149414	0.32272934913635254	3.3736586570739746		0.3042585849761963	0.34566617012023926	0.31192684173583984	0.3161928653717041	0.31815409660339355	0.31682610511779785	0.25	0.2773005962371826	0.293562650680542	0.30331921577453613	0.3460240364074707	1.0660269260406494	1.0837428569793701	1.042306900024414	1.0050034523010254	0.9701571464538574	1.0287692546844482	1.0216784477233887	1.0367279052734375	1.0319960117340088	1.0028698444366455	0.9679281711578369	1.0015971660614014	1.0023300647735596	1.0208158493041992	0.25	0.7966971397399902		0.25
52	0.31516003608703613	0.330517053604126	0.324937105178833	4.012727975845337		0.31041812896728516	0.3574526309967041	0.31586360931396484	0.319594144821167	0.3621096611022949	0.31886768341064453	0.2520406246185303	0.3079838752746582	0.31157517433166504	0.3186507225036621	0.34838271141052246	1.0735185146331787	1.0953807830810547	1.045184850692749	1.0090181827545166	1.0135948657989502	1.0404596328735352	1.0986855030059814	1.0384652614593506	1.038011074066162	1.0228636264801025	1.0110204219818115	1.0037250518798828	1.0059547424316406	1.0890464782714844	0.25	0.8702712059020996		0.25
53	0.32497239112854004	0.3524208068847656	0.3347923755645752	4.665047645568848		0.328655481338501	0.40670061111450195	0.32002782821655273	0.322721004486084	0.3921644687652588	0.3294508457183838	0.2536754608154297	0.325209379196167	0.38777661323547363	0.3198106288909912	0.3854076862335205	1.2274460792541504	1.124354600906372	1.0657227039337158	1.0161898136138916	1.0149455070495605	1.0513908863067627	1.1820847988128662	1.0744946002960205	1.0739636421203613	1.0562424659729004	1.0133614540100098	1.0391042232513428	1.0395526885986328	1.1043341159820557	0.25	0.872506856918335		0.25
54	0.348369836807251	0.3856539726257324	0.3736252784729004	4.9189677238464355		0.3950009346008301	0.41636157035827637	0.3546946048736572	0.3427274227142334	0.3953561782836914	0.3872683048248291	0.2603142261505127	0.33147454261779785	0.4035773277282715	0.3938329219818115	0.39258503913879395	1.2585413455963135	1.1574194431304932	1.107229471206665	1.0192410945892334	1.0178790092468262	1.0931487083435059	1.1986308097839355	1.1031973361968994	1.1215267181396484	1.0661275386810303	1.0175824165344238	1.0997111797332764	1.061854362487793	1.1288702487945557	0.25	0.9008803367614746		0.25
55	0.3740270137786865	0.42128992080688477	0.4120919704437256	5.817516326904297		0.41408872604370117	0.4189634323120117	0.3988840579986572	0.3940885066986084	0.41953539848327637	0.3949911594390869	0.2871406078338623	0.4009692668914795	0.4261343479156494	0.4539453983306885	0.42322754859924316	1.344585657119751	1.1739814281463623	1.1073827743530273	1.0259625911712646	1.0210330486297607	1.1576757431030273	1.2054085731506348	1.1356480121612549	1.130544662475586	1.0761330127716064	1.0757052898406982	1.1717031002044678	1.0949759483337402	1.1320900917053223	0.2520406246185303	0.9339394569396973		0.2520406246185303
56	0.374922513961792	0.4257664680480957	0.4457406997680664	5.851420640945435		0.44191741943359375	0.4234578609466553	0.4199485778808594	0.40149950981140137	0.4260749816894531	0.4087986946105957	0.3167572021484375	0.40284180641174316	0.45180559158325195	0.46173954010009766	0.44356560707092285	1.345945119857788	1.2336318492889404	1.2325718402862549	1.2226123809814453	1.1692748069763184	1.1712522506713867	1.2087361812591553	1.150909662246704	1.1661927700042725	1.0945680141448975	1.0765259265899658	1.190537691116333	1.215672254562378	1.138089895248413	0.2823488712310791	0.9664876461029053		0.2823488712310791
57	0.3886570930480957	0.4362778663635254	0.6395843029022217	6.200225353240967		0.44299936294555664	0.4471855163574219	0.4453856945037842	0.4376037120819092	0.43552422523498535	0.42455244064331055	0.32294416427612305	0.4389934539794922	0.45722198486328125	0.47602272033691406	0.4494812488555908	1.3884954452514648	1.2459442615509033	1.2734718322753906	1.2518925666809082	1.1967711448669434	1.1720035076141357	1.2475860118865967	1.161905288696289	1.1806752681732178	1.1191518306732178	1.1897802352905273	1.2014141082763672	1.2178740501403809	1.2259228229522705	0.30331921577453613	0.968862771987915		0.30331921577453613
58	0.488696813583374	0.44771814346313477	0.6524722576141357	7.254568815231323		0.44669127464294434	0.45613908767700195	0.466663122177124	0.4385671615600586	0.4635462760925293	0.4270310401916504	0.3728821277618408	0.4537487030029297	0.4587423801422119	0.4841017723083496	0.4501619338989258	1.4233741760253906	1.4339749813079834	1.2776291370391846	1.2721562385559082	1.1969504356384277	1.190931797027588	1.2520039081573486	1.1997499465942383	1.2274351119995117	1.1479341983795166	1.2062668800354004	1.2245004177093506	1.2439367771148682	1.246558427810669	0.3050704002380371	0.9765157699584961		0.3050704002380371
59	0.5081453323364258	0.4526844024658203	0.6662867069244385	8.668412446975708		0.4524843692779541	0.46666622161865234	0.5436282157897949	0.45711421966552734	0.49332308769226074	0.47441768646240234	0.38709354400634766	0.4570622444152832	0.47418761253356934	0.5474793910980225	0.47356438636779785	1.441601276397705	1.461397409439087	1.296386480331421	1.2867341041564941	1.27547287940979	1.2707157135009766	1.2901718616485596	1.2347862720489502	1.3102493286132812	1.171980619430542	1.2524704933166504	1.2347192764282227	1.2452895641326904	1.4042267799377441	0.348369836807251	0.99001145362854		0.348369836807251
60	0.5518767833709717	0.5726439952850342	0.6745598316192627	9.802951097488403		0.5705244541168213	0.5728213787078857	0.5686361789703369	0.5683064460754395	0.523148775100708	0.5174570083618164	0.4055204391479492	0.46779823303222656	0.5966942310333252	0.5788726806640625	0.498089075088501	1.5501415729522705	1.4702906608581543	1.3613154888153076	1.2996580600738525	1.300408124923706	1.3012633323669434	1.3194429874420166	1.282071828842163	1.3428971767425537	1.175917148590088	1.253939151763916	1.3059310913085938	1.3790953159332275	1.4850316047668457	0.3524208068847656	1.032388687133789		0.3524208068847656
61	0.6077723503112793	0.5886483192443848	0.7144246101379395	9.816547632217407		0.6082372665405273	0.6165976524353027	0.5890560150146484	0.5728988647460938	0.5698249340057373	0.5246555805206299	0.41189074516296387	0.47054100036621094	0.6140875816345215	0.6346602439880371	0.49858903884887695	1.573418140411377	1.530597448348999	1.3780708312988281	1.3807265758514404	1.3669052124023438	1.317357063293457	1.3502123355865479	1.366896390914917	1.3584303855895996	1.186917781829834	1.2561185359954834	1.3566126823425293	1.3864388465881348	1.5159225463867188	0.3740270137786865	1.0356531143188477		0.3740270137786865
62	0.6091127395629883	0.6049361228942871	0.7267496585845947	10.345592498779297		0.6138861179351807	0.6707961559295654	0.6000571250915527	0.5833950042724609	0.5978150367736816	0.5638895034790039	0.43367838859558105	0.514376163482666	0.6308581829071045	0.6355628967285156	0.6027765274047852	1.5880489349365234	1.610854148864746	1.409106969833374	1.4384386539459229	1.3848154544830322	1.3256981372833252	1.3642971515655518	1.4597296714782715	1.4825422763824463	1.282822608947754	1.2593529224395752	1.5460903644561768	1.4930095672607422	1.5304656028747559	0.38709354400634766	1.0953807830810547		0.38709354400634766
63	0.6270911693572998	0.6155240535736084	0.7945535182952881	10.53978157043457		0.6812746524810791	0.6784040927886963	0.6101655960083008	0.6146116256713867	0.6082990169525146	0.6212964057922363	0.4391489028930664	0.5166974067687988	0.6921901702880859	0.6682121753692627	0.6280066967010498	1.6220672130584717	1.6185972690582275	1.5569343566894531	1.5185565948486328	1.5080065727233887	1.3959336280822754	1.455106496810913	1.486114740371704	1.5037262439727783	1.29807448387146	1.3306450843811035	1.5789728164672852	1.615807294845581	1.6543865203857422	0.41189074516296387	1.124354600906372		0.41189074516296387
64	0.6334540843963623	0.6494655609130859	0.7955937385559082	10.818530797958374		0.699845552444458	0.6992566585540771	0.6562964916229248	0.6466870307922363	0.6436548233032227	0.6647422313690186	0.4666755199432373	0.593817949295044	0.7205901145935059	0.6786885261535645	0.6876440048217773	1.6988072395324707	1.6688852310180664	1.5992839336395264	1.5898914337158203	1.5850939750671387	1.5479865074157715	1.526237964630127	1.504565954208374	1.5068392753601074	1.4962043762207031	1.3752021789550781	1.6431102752685547	1.6451380252838135	1.7008123397827148	0.4270310401916504	1.1479341983795166		0.4233102798461914
