n	logs.Storm.topovi-abs-e3-g5shifted	logs.Storm.topoii-abs-e3-g5shifted	logs.Storm.ii-abs-e3-g5shifted	logs.Storm.topopi-abs-e3-g5shifted	logs.Storm.topopi-abs-einfshifted	logs.Storm.topoii-abs-e3-g01shifted	logs.Storm.topoii-abs-e3-g1shifted	logs.Storm.topoii-abs-e3-g25shifted	logs.Storm.topoii-abs-e3-g75shifted	logs.Storm.topoii-abs-e3-g9shifted	logs.Storm.topoii-abs-e3-g99shifted	logs.Storm.topoii-abs-e1-g5shifted	logs.Storm.topoii-abs-e2-g5shifted	logs.Storm.topoii-abs-e4-g5shifted	logs.Storm.topoii-abs-e5-g5shifted	logs.Storm.topoii-abs-e6-g5shifted	logs.mcsta.ii-rel-e3-g5shifted	logs.mcsta.vi-abs-e3-g5shifted	logs.mcsta.ii-abs-e3-g01shifted	logs.mcsta.ii-abs-e3-g1shifted	logs.mcsta.ii-abs-e3-g25shifted	logs.mcsta.ii-abs-e3-g5shifted	logs.mcsta.ii-abs-e3-g75shifted	logs.mcsta.ii-abs-e3-g9shifted	logs.mcsta.ii-abs-e3-g99shifted	logs.mcsta.ii-abs-e1-g5shifted	logs.mcsta.ii-abs-e2-g5shifted	logs.mcsta.ii-abs-e4-g5shifted	logs.mcsta.ii-abs-e5-g5shifted	logs.mcsta.ii-abs-e6-g5shifted	logs.Storm.bestshifted	logs.mcsta.bestshifted	selection-bestshifted	bestshifted
86	2.15556001663208	2.3928253650665283	2.865013360977173	86.37638759613037		2.726489543914795	2.474506139755249	2.56782603263855	2.5243234634399414	2.477419376373291	2.4410994052886963	1.5647590160369873	1.8254711627960205	2.5315189361572266	2.707078456878662	2.966435194015503	15.059804916381836	9.059842348098755	12.993482828140259	13.479479551315308	13.036430835723877	12.743948698043823	12.4005126953125	12.052895307540894	11.679289102554321	9.131781578063965	10.294132947921753	14.375619173049927	15.139491081237793	16.534926652908325	1.331078052520752	6.724053859710693		0.6865220069885254
87	2.288086175918579	2.4360499382019043	3.0399484634399414	102.19385266304016		2.7518739700317383	2.7053089141845703	2.6371257305145264	2.6015591621398926	2.495061159133911	2.520480155944824	1.696437120437622	1.8379769325256348	2.58223295211792	2.734598159790039	2.9762189388275146	18.308934926986694	9.165468215942383	14.05941891670227	14.312497854232788	13.37041687965393	13.161916732788086	12.645876407623291	12.62576699256897	11.96011209487915	11.22648024559021	12.414570331573486	14.413622617721558	15.25981855392456	17.19476866722107	1.3958172798156738	8.213468074798584		0.7017138004302979
88	2.353818416595459	2.474278688430786	3.1728057861328125	108.4070074558258		3.003296375274658	2.7697763442993164	2.6664199829101562	2.6587750911712646	2.7306265830993652	2.590467691421509	1.7050390243530273	1.9178354740142822	2.9254400730133057	2.760291814804077	2.9787564277648926	19.266910791397095	10.055493593215942	15.525330781936646	15.192198038101196	13.799926042556763	13.267932653427124	14.382051944732666	12.71393346786499	12.301989078521729	11.305992603302002	12.439727067947388	15.956368923187256	16.545140743255615	17.983275175094604	1.5525145530700684	9.059842348098755		0.7263698577880859
89	2.4766454696655273	2.641582489013672	3.4644362926483154	118.98465204238892		3.259357213973999	2.865349769592285	2.6708335876464844	2.699240207672119	2.915654420852661	2.758161783218384	1.729088544845581	2.311420440673828	2.9294965267181396	3.025728940963745	2.987154245376587	24.71087408065796	11.873006582260132	15.54535436630249	15.6205472946167	14.671478509902954	13.633719682693481	15.378111839294434	12.955305814743042	12.843145370483398	11.350741386413574	12.94579815864563	16.537874221801758	18.03161644935608	18.967360496520996	1.696437120437622	9.131781578063965		0.7289001941680908
90	2.610095977783203	2.6460938453674316	3.572831630706787	124.76346802711487		3.3466100692749023	2.867806911468506	2.8100216388702393	2.8081700801849365	2.935178518295288	2.931640386581421	1.806187629699707	2.5207293033599854	2.9703609943389893	3.118304967880249	3.115072727203369	25.27389097213745	14.705392122268677	16.76944136619568	15.974653720855713	15.484620809555054	15.488144636154175	15.465776920318604	14.402148962020874	13.597549676895142	11.626178979873657	14.454830408096313	18.030210256576538	19.054598093032837	20.385305166244507	1.729088544845581	9.732496500015259		0.7330119609832764
91	2.8678696155548096	2.7497847080230713	3.6068103313446045	131.10401558876038		3.464043378829956	2.917293071746826	2.976956844329834	2.9003684520721436	2.997812271118164	2.9839985370635986	2.415438652038574	2.563544988632202	3.3763933181762695	3.560701370239258	3.5705745220184326	27.591138124465942	19.36581301689148	17.781943559646606	17.429941654205322	17.38145923614502	16.102341890335083	15.493324041366577	15.463935136795044	16.06595277786255	11.654832363128662	15.929127216339111	18.033699989318848	28.125787496566772	24.06386399269104	1.7445013523101807	11.305992603302002		0.7393398284912109
92	2.884258985519409	2.9337117671966553	5.084022760391235	132.3062880039215		3.5560200214385986	3.2709500789642334	3.149914264678955	2.9769184589385986	3.3628790378570557	3.148721218109131	2.453737735748291	2.5920419692993164	3.545992374420166	3.7741570472717285	3.9853906631469727	34.657097578048706	19.982313632965088	18.143162965774536	17.813612937927246	17.5840802192688	17.383634328842163	17.370248794555664	16.865761280059814	16.933042287826538	12.256484508514404	16.296292543411255	20.330840826034546	32.2146954536438	28.343595027923584	2.15556001663208	11.350741386413574		0.7446413040161133
93	2.956493377685547	3.080526351928711	5.366391181945801	132.32321453094482		3.612398862838745	3.3137030601501465	3.1848816871643066	2.978227138519287	3.6402323246002197	3.2100555896759033	2.566087245941162	2.8615875244140625	3.577826499938965	3.9236888885498047	4.083679914474487	35.08370804786682	23.25765109062195	18.3080792427063	17.871084928512573	17.98782968521118	18.590030908584595	17.606972694396973	17.70374822616577	17.656348705291748	13.187157392501831	17.53138780593872	24.889938592910767	33.23161697387695	33.13016057014465	2.2746148109436035	11.626178979873657		0.7520937919616699
94	3.1934702396392822	3.2183327674865723	5.8754096031188965	194.19257616996765		3.6202518939971924	3.6222589015960693	3.4954683780670166	3.0331192016601562	3.930219888687134	3.263249397277832	2.5718419551849365	2.9576048851013184	4.005420684814453	4.61902379989624	4.804197072982788	36.123517751693726	30.280606269836426	23.047905683517456	23.098151445388794	18.549960136413574	21.77889919281006	21.851694345474243	18.155664920806885	18.04948139190674	16.025967121124268	17.9470157623291	27.441812992095947	33.26423931121826	33.245726108551025	2.415438652038574	11.873006582260132		0.7679176330566406
95	4.108083486557007	3.2434616088867188	5.885901689529419	205.16537022590637		4.306707143783569	3.720118761062622	3.606477737426758	3.603976011276245	3.9319679737091064	3.6260435581207275	2.59305477142334	2.970360517501831	4.167862176895142	5.178194522857666	5.153181791305542	37.67530179023743	34.53663229942322	23.56025767326355	24.76458740234375	21.179401636123657	22.7400164604187	22.48346447944641	25.196654319763184	25.110430240631104	21.73513650894165	21.448837757110596	32.021387338638306	33.621078968048096	46.75907015800476	2.4410994052886963	12.256484508514404		0.7690567970275879
96	4.455073595046997	3.3365914821624756	6.850319147109985	220.28378820419312		4.357757329940796	3.88016939163208	3.9320321083068848	3.687650442123413	4.03472113609314	4.310871839523315	2.6385321617126465	3.5582242012023926	4.335433006286621	5.238545656204224	5.402600288391113	51.848031759262085	42.04204177856445	31.784857511520386	33.10864329338074	23.706831693649292	23.663014888763428	25.207995176315308	32.06072473526001	25.6833918094635	22.809146642684937	23.17398166656494	32.14509105682373	35.50074100494385	57.047279596328735	2.461439847946167	19.982313632965088		0.7888278961181641
97	5.841565847396851	3.830695629119873	6.957945108413696	233.06418800354004		4.801589250564575	4.438294172286987	4.6047704219818115	3.930556058883667	4.358053684234619	4.531618595123291	3.069793701171875	3.5829968452453613	4.638737440109253	5.978763103485107	5.918657541275024	52.160210371017456	42.56596398353577	34.891629457473755	33.63305187225342	28.950794458389282	34.733582973480225	27.592358350753784	34.47140336036682	42.576481342315674	24.498008251190186	25.497708797454834	37.49444389343262	38.3633759021759	62.67028999328613	2.5522665977478027	23.25765109062195		0.813410758972168
98	5.9825544357299805	4.515734672546387	9.150581359863281	312.8366177082062		4.806935787200928	4.547776222229004	4.645120143890381	4.753483533859253	4.698179244995117	4.603549003601074	3.1481473445892334	4.1538920402526855	5.152827262878418	6.877249002456665	7.300163984298706	61.40723633766174	44.4864559173584	38.555554151535034	38.73954129219055	34.34874868392944	58.54015374183655	34.02961587905884	54.348024129867554	46.52366757392883	34.409425497055054	37.520079374313354	56.33129930496216	62.716973304748535	71.60810375213623	2.5718419551849365	30.280606269836426		0.872506856918335
99	6.045710563659668	4.5947585105896	11.019897222518921	321.0716645717621		5.754662990570068	4.775669097900391	4.799728631973267	4.783701658248901	4.795450210571289	4.803892612457275	3.1979503631591797	4.493733644485474	5.602991819381714	11.138054847717285	12.688285112380981	82.44821453094482	68.6095404624939	55.61907649040222	56.13903045654297	67.95552945137024	62.19242191314697	57.51083970069885	62.97154402732849	62.91068434715271	56.15704798698425	56.382484674453735	67.26089143753052	96.83617448806763	133.9990532398224	2.6587750911712646	33.245726108551025		0.8816490173339844
100	7.012570381164551	4.796827793121338	14.298891544342041	341.44763445854187		6.536515474319458	6.298567295074463	4.999797105789185	5.151597023010254	5.141998291015625	7.220112323760986	3.9331555366516113	4.664984941482544	11.901546955108643	11.686819076538086	12.913438320159912	103.36140871047974	76.40882277488708	75.98906707763672	73.71725535392761	104.4357213973999	75.37129545211792	80.63893675804138	80.63727927207947	83.78586173057556	56.216233253479004	69.35836291313171	100.29389119148254	129.3709237575531	161.4710943698883	2.8678696155548096	52.160210371017456		0.9741783142089844
101	7.398696660995483	7.338645696640015	16.708443641662598	357.7214901447296		12.701951026916504	9.689141750335693	7.682137966156006	7.178988933563232	6.880575656890869	7.910754442214966	4.426009654998779	4.812566518783569	12.021007299423218	13.983933448791504	13.644190549850464	105.92604279518127	218.76313042640686	120.92952513694763	110.77590537071228	107.55628228187561	106.78966856002808	106.84725427627563	105.99938774108887	105.3407793045044	79.68164825439453	95.39465093612671	118.47507524490356	153.6821105480194	230.16343426704407	3.1934702396392822	76.40882277488708		1.0004494190216064
102	7.8926310539245605	11.715493440628052	17.600019216537476	448.89288425445557		13.66629433631897	11.509663581848145	11.797216653823853	11.273446083068848	11.195700407028198	11.199586629867554	4.659365653991699	4.8857104778289795	13.939087390899658	15.273505926132202	15.20719861984253	210.95648193359375	287.1941137313843	223.14026713371277	195.43875455856323	114.61290240287781	112.5276415348053	152.9347448348999	141.8287057876587	123.3236563205719	95.54763889312744	97.08129453659058	127.65935063362122	173.85564613342285	241.38329911231995	3.1979503631591797	218.76313042640686		1.032388687133789
103	9.489197492599487	13.122541904449463	19.87794065475464	452.0955421924591		13.729911088943481	12.649534702301025	14.054920673370361	12.194248914718628	12.120370626449585	12.081388711929321	4.740383148193359	10.374070405960083	14.104835033416748	16.218688488006592	17.002723693847656	419.1258809566498	601.0178046226501	266.08102011680603	274.94075655937195	266.6842460632324	241.14365816116333	244.15658473968506	266.209424495697	294.9169909954071	255.25800156593323	270.40364050865173	290.49308729171753	287.6272165775299	295.2165381908417	3.9331555366516113	241.14365816116333		1.0953807830810547
104	11.050829648971558	14.622138261795044	21.633737802505493	497.960768699646		14.26626467704773	13.297311544418335	14.134880304336548	13.29793906211853	14.318896055221558	14.331022024154663	4.781330108642578	10.710457563400269	14.952192544937134	16.24414038658142	19.179919481277466	553.3739159107208		524.4971451759338	480.56842279434204	475.2370457649231	456.69946813583374	464.2046718597412	453.9319517612457	452.70436358451843	318.05192828178406	272.1932144165039	476.11760568618774	532.6432435512543	585.6042275428772	4.455073595046997	255.25800156593323		1.124354600906372
105	11.242485284805298	16.174914121627808	23.352205276489258	570.0595879554749		15.343219518661499	14.269821643829346	14.303921222686768	13.628849983215332	15.422965049743652	15.431450605392456	6.98865270614624	12.337145328521729	15.365721225738525	19.194079160690308	19.47029948234558	748.6766061782837		1904.1909127235413	1224.0211958885193	941.1211524009705	853.3757154941559	1130.198050737381	1644.570144891739	869.4740691184998	523.8057584762573	956.4925537109375	1239.6696376800537	2175.049742460251		4.515734672546387	419.1258809566498		1.186917781829834
106	12.381730556488037	17.70770764350891	23.390764951705933	665.0638189315796		17.54762578010559	15.506572246551514	15.270986557006836	15.412206649780273	18.087438583374023	17.700589179992676	9.010618686676025	12.644438028335571	19.390456676483154	19.413861989974976	22.58010697364807															4.740383148193359			1.2459442615509033
107	14.060583114624023	17.82401943206787	24.652649402618408	689.3771753311157		18.067054986953735	16.575841903686523	16.25467562675476	18.76605796813965	18.60702657699585	19.01992416381836	9.250590801239014	14.073785543441772	19.39169144630432	22.56330442428589	26.011767387390137															6.98865270614624			1.2524523735046387
108	15.737158298492432	19.254831552505493	24.76072669029236	779.247846364975		18.985796689987183	18.0325665473938	18.670019149780273	18.951218366622925	19.203731060028076	19.12998104095459	9.311904668807983	15.42355227470398	20.890690565109253	24.762828826904297	26.741941928863525															7.8926310539245605			1.2690281867980957
109	17.767469882965088	19.973023176193237	26.855507135391235	2380.440797328949		21.228248357772827	18.908621788024902	19.483247756958008	19.426673412322998	19.43254256248474	21.42036247253418	10.12872862815857	15.47316598892212	22.24313735961914	28.161985635757446	28.049067974090576															9.010618686676025			1.3194124698638916
110	18.36810040473938	21.288828134536743	27.01347279548645	2635.2902603149414		22.617019414901733	21.622973203659058	21.700297594070435	22.2760808467865	21.33662486076355	22.903635025024414	10.943520784378052	16.501410722732544	22.87148380279541	29.730851411819458	29.868516206741333															9.250590801239014			1.331078052520752
111	19.443742275238037	22.32012414932251	35.74732232093811			23.173775911331177	21.941620588302612	24.18623685836792	23.365020990371704	22.662182807922363	23.0912663936615	11.680930137634277	17.12206268310547	28.02841567993164	30.434014320373535	34.27258253097534															9.489197492599487			1.3958172798156738
112	21.22096824645996	22.9859881401062	36.27477407455444			23.514758825302124	22.683568239212036	24.212595224380493	23.91542077064514	23.46960425376892	23.926458835601807	13.886088848114014	19.350462675094604	28.14988112449646	31.322705507278442	42.27224946022034															10.943520784378052			1.696437120437622
113	21.840920448303223	25.11130690574646	46.774856090545654			25.692365407943726	23.610214471817017	24.269213914871216	24.15214467048645	24.260270595550537	24.534273147583008	14.312813520431519	20.524975299835205	29.819390535354614	35.635889530181885	43.271631717681885															11.680930137634277			1.7445013523101807
114	23.060770273208618	25.8116614818573	58.524959325790405			27.000577926635742	24.640862226486206	25.385860919952393	27.5553936958313	27.38939619064331	27.5587637424469	14.717917203903198	20.704997301101685	30.359955310821533	41.520784854888916	57.860926151275635															13.628849983215332			1.8625411987304688
115	27.122018575668335	28.2809841632843	59.57040476799011			29.331175327301025	27.11879277229309	29.299795389175415	29.200505018234253	29.758343935012817	28.063443422317505	14.800760507583618	20.981171131134033	33.752753019332886	57.226646423339844	62.010984659194946															13.886088848114014			2.15556001663208
116	27.213530778884888	29.615541458129883	65.95603847503662			29.760116577148438	27.216819286346436	30.15377426147461	30.12988305091858	29.83158540725708	29.88258147239685	15.418042659759521	21.50669836997986	39.45241165161133	61.47768545150757	68.57511401176453															14.717917203903198			2.392971992492676
117	34.24673271179199	29.817007780075073	84.81317234039307			31.616183280944824	29.39029812812805	32.413004636764526	36.62729096412659	29.909790515899658	29.90837550163269	20.749531030654907	24.036901235580444	40.66525053977966	65.8697156906128	75.40433192253113															14.800760507583618			2.415438652038574
118	36.32111620903015	30.885559558868408	92.21272873878479			44.7137815952301	29.850948572158813	33.36398386955261	37.01399064064026	34.6296124458313	40.55974864959717	21.73870277404785	28.809383153915405	52.37844181060791	70.05900955200195	79.34488558769226															15.20719861984253			2.4410994052886963
119	36.970924615859985	35.61709713935852	93.65315365791321			51.10460615158081	30.871899604797363	37.07463812828064	40.59676122665405	40.953468799591064	41.936588287353516	21.85291600227356	29.782972812652588	54.625319480895996	74.00975513458252	94.37135052680969															17.767469882965088			2.461439847946167
120	38.70121884346008	43.21509075164795	112.06916761398315			51.754690647125244	45.968886852264404	40.34382891654968	50.130489349365234	54.03913068771362	52.77384829521179	23.105980396270752	30.17589259147644	57.729676246643066	87.10309624671936	99.11594796180725															19.443742275238037			2.5522665977478027
121	39.631993532180786	51.5747857093811	117.02445006370544			60.227339029312134	51.169280767440796	50.8475546836853	53.64160132408142	56.64711380004883	57.70020842552185	26.999481439590454	42.02022051811218	64.97124981880188	94.46015357971191	122.05073761940002															20.524975299835205			2.5718419551849365
122	39.987350940704346	58.17773675918579	124.70852375030518			65.22747755050659	57.738402128219604	52.5762734413147	61.574843883514404	58.10324716567993	57.848199129104614	29.47347354888916	46.636075019836426	65.0142560005188	98.9324700832367	166.46905851364136															20.704997301101685			2.6587750911712646
123	45.260228872299194	61.453163862228394	126.23918151855469			78.05254340171814	59.541298627853394	57.737926959991455	68.74391603469849	70.40442085266113	64.45054888725281	29.93783450126648	48.56602501869202	67.51694178581238	109.77115988731384	174.62351417541504															21.85291600227356			2.6641759872436523
124	47.75344800949097	69.75905323028564	126.89657592773438			87.62371397018433	61.45458722114563	62.1252920627594	68.90637135505676	72.34668159484863	72.97617435455322	46.74671149253845	52.6207594871521	82.5299882888794	127.64596390724182	174.8537950515747															28.809383153915405			2.763279676437378
125	50.06371808052063	73.20928525924683	146.36618947982788			96.93295407295227	77.4704737663269	72.8815050125122	74.26823329925537	73.04872465133667	89.94080090522766	49.92028260231018	53.36491274833679	98.14540004730225	128.23122692108154	194.60254168510437															29.47347354888916			3.1934702396392822
126	57.40990948677063	91.10211682319641	149.34233379364014			98.8456437587738	87.69048953056335	91.04687333106995	89.64879655838013	89.33799958229065	92.91021680831909	52.60925769805908	56.48295044898987	98.52186822891235	138.7095947265625	212.42005610466003															36.970924615859985			3.1979503631591797
127	61.47084093093872	113.45790958404541	337.86814975738525			108.34498596191406	93.25879001617432	95.25615382194519	98.97597217559814	98.80069923400879	98.93827891349792	52.67188882827759	56.898766040802	124.79507756233215	174.72946572303772	230.35836577415466															39.631993532180786			3.5912089347839355
128	62.65777897834778	115.00666642189026	369.54236459732056			111.97134566307068	98.88293290138245	98.71816182136536	115.26959419250488	115.39599394798279	131.30648803710938	56.898683309555054	64.35664629936218	175.01052117347717	219.04822254180908	332.28891491889954															39.987350940704346			3.9331555366516113
129	73.5651843547821	118.6271538734436	399.08599400520325			119.15245175361633	119.77614045143127	119.0903217792511	122.2397449016571	124.91184854507446	143.26052927970886	61.498822927474976	66.29128742218018	198.51389169692993	230.84558844566345	345.2344880104065															42.02022051811218			4.455073595046997
130	105.4825668334961	128.29281759262085	403.81720447540283			139.325763463974	143.5040295124054	122.67604064941406	141.83487343788147	146.04960918426514	148.23435950279236	63.842902183532715	85.3091208934784	204.48440861701965	319.3072040081024	416.44311785697937															45.260228872299194			4.515734672546387
131	109.97159051895142	150.4067029953003	567.6895830631256			140.44911742210388	151.75952529907227	152.50333094596863	161.91030430793762	161.32303524017334	184.35718703269958	70.2420425415039	98.84816455841064	238.81694388389587	346.1813726425171	466.21789836883545															47.75344800949097			5.612592458724976
132	118.19577598571777	160.20555925369263	611.4368703365326			202.57805943489075	189.0149085521698	188.41974925994873	246.14243507385254	165.39523768424988	185.3264820575714	73.10639643669128	113.68877029418945	320.3757555484772	365.42106199264526	525.3386116027832															49.92028260231018			6.24954628944397
133	134.72171878814697	286.93733978271484	612.2489454746246			213.08577871322632	212.92320728302002	320.06494975090027	288.0180163383484	287.58772563934326	287.80830907821655	80.92069172859192	143.9761402606964	346.8239052295685	460.64978218078613	775.5270187854767															52.67188882827759			6.688692092895508
134	146.40266513824463	318.38860154151917	622.5511839389801			305.87970757484436	305.9369511604309	334.71368432044983	333.79907846450806	334.46558690071106	320.64710116386414	94.4083604812622	167.51963424682617	465.1379039287567	490.14911699295044	790.9758212566376															56.48295044898987			6.724053859710693
135	148.48415899276733	326.6101248264313	633.0681900978088			337.30383706092834	337.6187641620636	439.5627679824829	333.8771011829376	345.88531589508057	332.05946040153503	98.63718724250793	187.06900024414062	474.01230025291443	506.7460997104645	908.9518146514893															57.40990948677063			6.98865270614624
136	148.5589656829834	402.56326031684875	691.5536217689514			404.35404443740845	380.67706394195557	443.50694394111633	438.71704721450806	396.587274312973	399.4370765686035	136.3114984035492	228.46636271476746	679.1119451522827	508.3596246242523	989.4432108402252															70.2420425415039			7.8926310539245605
137	150.20692420005798	443.3296535015106	767.473955154419			437.1860511302948	439.36467361450195	481.79588556289673	484.9374897480011	438.93157482147217	439.101943731308	141.47776222229004	241.01529550552368	858.4639484882355	761.3719265460968	1041.3860065937042															73.5651843547821			8.213468074798584
138	163.8038420677185	515.0093874931335	775.2305278778076			465.8930809497833	461.15536403656006	554.6906349658966	512.4690518379211	464.1127676963806	463.8128364086151	144.64104652404785	286.5863687992096	881.5729169845581	864.0670487880707	1042.0528395175934															94.4083604812622			9.059842348098755
139	196.6018660068512	565.3276588916779	823.6893951892853			626.9603974819183	614.3954038619995	623.0872192382812	522.5074920654297	578.0054922103882	501.4653856754303	149.49843645095825	319.6920471191406	936.0933351516724	985.3571517467499	1327.8633797168732															96.93295407295227			9.131781578063965
140	219.42782378196716	614.5237352848053	1209.272442817688			680.0194144248962	646.0248324871063	652.2065958976746	632.7522695064545	578.687582731247	610.2285599708557	162.45745754241943	335.1028861999512	1029.9961352348328	1241.0570747852325	1945.7418339252472															118.19577598571777			9.250590801239014
141	249.63235330581665	616.9862947463989	1528.444748878479			702.5496060848236	677.792956829071	669.7900815010071	643.9765565395355	635.8905975818634	639.7779784202576	185.8630223274231	358.9253695011139	1262.1115100383759	1293.8143310546875	1962.2723362445831															122.2397449016571			9.489197492599487
142	287.9147672653198	637.3142056465149	1930.3502132892609			954.8781490325928	1022.0746741294861	1069.7973408699036	660.8074336051941	679.2297546863556	739.1094198226929	215.49252724647522	385.27255296707153	1320.709963798523	1329.3332569599152	2502.3474457263947															144.64104652404785			10.943520784378052
143	342.5662248134613	733.5102605819702	2069.0378110408783			1151.0230331420898	1081.350965499878	1073.0303237438202	858.6648805141449	859.757143497467	858.6320986747742	304.439546585083	463.48761081695557	1991.5849740505219	1811.0450706481934																148.48415899276733			11.305992603302002
144	383.7229278087616	768.7299764156342	2181.1265077590942			1173.844360113144	1117.5238783359528	1200.7433037757874	1121.0678861141205	1281.0235953330994	1206.5458195209503	320.74099826812744	517.3811991214752	2232.911038160324	2689.502075433731																149.49843645095825			11.350741386413574
145	448.518842458725	1116.3320481777191	2295.4092285633087			1445.100792169571	1171.3584241867065	1333.7161748409271	1370.5715000629425	1373.8688428401947	1330.8704648017883	348.3860504627228	698.3771839141846	2659.2993540763855																	150.20692420005798			11.626178979873657
146	503.1185190677643	1188.706650018692	2457.802464723587			1602.4264998435974	1323.2783966064453	1439.8828599452972	1619.7875094413757	1723.1763565540314	1584.4809954166412	457.73350048065186	702.1175239086151																		162.45745754241943			11.680930137634277
147	519.8810725212097	1384.38964676857	2553.1554656028748				1552.0620739459991	1536.9586627483368	1624.4756424427032	1953.0660519599915	1766.435287952423	468.04251313209534	713.7212202548981																		163.8038420677185			11.873006582260132
148	582.259801864624	1845.0244946479797					2111.407363176346		1669.3042478561401	2225.747665643692	1861.7469408512115	485.0824682712555	788.0322661399841																		196.6018660068512			12.256484508514404
149	618.2078993320465	2125.8559165000916							1706.301711320877	2549.105643749237	1948.9696850776672	574.7960407733917	1073.9248087406158																		212.92320728302002			13.628849983215332
150	635.4567358493805	2442.2511780261993							2016.1854944229126		2603.748639345169	582.3693459033966	1106.6559782028198																		219.42782378196716			17.767469882965088
151	887.4392914772034								2407.9596812725067			588.4667434692383	1366.971110343933																		249.63235330581665			19.443742275238037
152	997.4269094467163											644.5457637310028	1572.8332526683807																		304.439546585083			19.982313632965088
153	1142.2485613822937											694.5024070739746	1654.1637253761292																		319.3072040081024			23.25765109062195
154	1371.895539522171											733.6165215969086	1693.43141746521																		457.73350048065186			28.809383153915405
155	1560.8143517971039											952.6285674571991	1770.102367401123																		460.64978218078613			29.47347354888916
156	1891.3038012981415											990.4420058727264																			485.0824682712555			30.280606269836426
157	2125.8533952236176											1003.5095932483673																			519.8810725212097			39.631993532180786
158												1300.2582621574402																			565.3276588916779			42.02022051811218
159												2360.405370235443																			574.7960407733917			45.260228872299194
160																															582.3693459033966			49.92028260231018
161																															610.2285599708557			52.67188882827759
162																															644.5457637310028			56.48295044898987
163																															952.6285674571991			57.40990948677063
164																															1003.5095932483673			70.2420425415039
165																															1151.0230331420898			73.5651843547821
166																															1560.8143517971039			94.4083604812622
167																															2360.405370235443			144.64104652404785
168																																		148.48415899276733
169																																		149.49843645095825
170																																		150.20692420005798
171																																		162.45745754241943
172																																		163.8038420677185
173																																		212.92320728302002
174																																		219.42782378196716
175																																		249.63235330581665
176																																		304.439546585083
177																																		319.3072040081024
178																																		457.73350048065186
179																																		460.64978218078613
180																																		485.0824682712555
181																																		519.8810725212097
182																																		565.3276588916779
183																																		574.7960407733917
184																																		582.3693459033966
185																																		644.5457637310028
186																																		952.6285674571991
187																																		1003.5095932483673
188																																		1151.0230331420898
189																																		1560.8143517971039
190																																		2360.405370235443
191																																		
192																																		
193																																		
194																																		
195																																		
196																																		
197																																		
198																																		
199																																		
200																																		
201																																		
202																																		
203																																		
204																																		
205																																		
206																																		
207																																		
208																																		
209																																		
210																																		
211																																		
212																																		
213																																		
214																																		
215																																		
216																																		
217																																		
218																																		
219																																		
220																																		
221																																		
222																																		
223																																		
224																																		
225																																		
226																																		
227																																		
228																																		
229																																		
230																																		
231																																		
232																																		
233																																		
234																																		
235																																		
236																																		
237																																		
238																																		
239																																		
240																																		
241																																		
242																																		
243																																		
244																																		
245																																		
246																																		
247																																		
248																																		
249																																		
250																																		
251																																		
252																																		
253																																		
254																																		
255																																		
256																																		
257																																		
258																																		
259																																		
260																																		
261																																		
